arg-id,comment-id,argument
A798.0_0,798.0,バスの中の空きスペースが不均一。→ヒートマップが欲しい（混雑状況の可視化）
A799.0_0,799.0,人の顔をあんまり覚えられないので、名前の漢字と顔を組み合わせた（融合した）半ばイラストな画像を作りたい。
A800.0_0,800.0,暗号資産の見える化（どこにあるか分からない。リワードも分からない）
A801.0_0,801.0,議事録：LINEアカウントとプロダクトの連携
A802.0_0,802.0,毎回発注するのがめんどくさい → ポイント制でチケットをすぐ使えるようにしたい。クローズド？
A803.0_0,803.0,朝まだ寝ぼけているが起きている感じで稼働してるようにしたい（ボットとか）→gmのDiscord
A804.0_0,804.0,スモールサービス/ビジネスでの課金と利益配分をスピーディーにしたい＝DAOでのイベントとか（オープンウォレット×ステーブルコイン）
A805.0_0,805.0,Peatixでイベントを立てる際に毎回同じ内容を記載しないといけない？
A806.0_0,806.0,桜マップの穴場版。混んでいるので家の近くとか穴場の1本でもいい説
A807.0_0,807.0,1日の予定、用事の順番とルート（荷物、移動距離、回遊性考慮してくれる。途中で行きたいリストからカフェも入れる。）
A808.0_0,808.0,同じような資料のバージョン違いを分析したりしたい。どのバージョンにどのページが入っているか分からなくなるので…（内容と意図・方向性付きで）
A809.0_0,809.0,要らないメーリスを削除する作業がだるい
A810.0_0,810.0,会話バランスの可視化がしたい。自分語りで終わらないように、最後相手により良い形で話を返すなど
A811.0_0,811.0,読書会で紹介してもらった本、誰が紹介してくれたか集計
A812.0_0,812.0,必要な人にアクセス権を付与せず（何年か前のファイルとか）
A813.0_0,813.0,レシートの経費化を忘れて、印刷がかすれているので使えなくなる
A814.0_0,814.0,共有ファイルのアクセス権設定
A815.0_0,815.0,社内の図書貸出がアレになっている
A816.0_0,816.0,マイクロインプレッションから体調、精神状態の管理
A817.0_0,817.0,パパッと遺書（軽く死の危険がある時にすぐ発行できる。例：万博行くなど）
A818.0_0,818.0,通学時間中に雨が降るのかわからない
A819.0_0,819.0,学校、バイト先、電車の中など色々なところによく傘を忘れてしまう。
A820.0_0,820.0,気づいたらスマホを触りすぎてしまっている。
A821.0_0,821.0,今日の花粉の散布量を「朝起きた時に」知りたい。
A822.0_0,822.0,自分のやりたいことをスケジュール化するのが難しい。
A823.0_0,823.0,バイトの日程をいちいちカレンダーに入れるのがめんどくさい。
A824.0_0,824.0,薬の飲み忘れが多発している。
A825.0_0,825.0,家から最寄駅までの道路が混んでいるかを一発で確認したい。
A826.0_0,826.0,クレジットカードの請求がそれぞれ違う日に来るので、今月いくら引き落とされるのかが分かりづらい。
A827.0_0,827.0,寝る前に明日の時間割やスケジュールを確認したい。
A828.0_0,828.0,なんとも言えない天気、気温の時、何を着ればいいのか迷う。
A829.0_0,829.0,家の鍵を閉め忘れたか、電気を消したか不安になる時がある。
A830.0_0,830.0,通知が多すぎて大事な連絡を見逃してしまう。
A831.0_0,831.0,思いついたことを一瞬でわすれてしまう。
A832.0_0,832.0,お金をチリツモで使いすぎてしまう。
A833.0_0,833.0,なんの課題をいつやればいいのか、スケジュールを立てるのがめんどくさい。
A834.0_0,834.0,自分の趣味に関する最新情報を一覧で見たい。
A835.0_0,835.0,一度やる気だしてやろうと思ったことのモチベーションが続きにくい。
A836.0_0,836.0,学食が空いている時間を知りたい。
A837.0_0,837.0,家にお菓子があるのに、お腹空いている時に色々買ってしまう。
A838.0_0,838.0,提出期限がいつまでかわからない
A839.0_0,839.0,パーキングの混雑度が行ってみなきゃわからない
A840.0_0,840.0,雨の日で傘がない時屋根が全然無い道で濡れてしまう
A841.0_0,841.0,カラオケのお店で機種ごとの混雑度が分からない
A842.0_0,842.0,電車で遅延してるのはわかるが何分遅延してるか正確にわからない
A843.0_0,843.0,東京駅などでかい駅での乗り換えが分かりにくい
A844.0_0,844.0,どこのサウナ行くか迷った時に空いてる方に行きたいがサウナの混雑度が分からない
A845.0_0,845.0,都内などでトイレ行きたくてコンビニ寄ったのにトイレがない
A846.0_0,846.0,ダイソーなどお店によって若干取り扱ってるものが違くて目的の商品を買うのに何個もお店を回った
A847.0_0,847.0,アプリで気温は見れるけどいまいち厚着した方がいいかなどわからない
A848.0_0,848.0,周辺のイベントを把握してなくていつも混んでない道なのに混んでることがある
A849.0_0,849.0,都内などでファストフードに行く時駐車場があるかすぐ分からない
A850.0_0,850.0,飲み会で誰が支払ってて誰がまだ支払ってないか分からない
A851.0_0,851.0,飲み会で割り勘する時にキリのいい数字で割り勘するのが難しい
A852.0_0,852.0,家計簿みたいのつけたいけど結局つけ忘れるとこ多くて出来ない
A853.0_0,853.0,電車でどこの車両が空いているか知りたい
A854.0_0,854.0,どこの自動販売機がPayPay使えるか分からない
A855.0_0,855.0,気温じゃなくて体感温度が知りたい
A856.0_0,856.0,街中にある言葉で英語でなんて言うんだろうと思ってもすぐわからない
A857.0_0,857.0,電車で中国語の表示があるがどう発音するのか興味がわくがすぐに調べられない
A858.0_0,858.0,授業確認のためにいちいちmanabaやCITポータルを開かないといけないのが大変
A859.0_0,859.0,雨の日など、バスが遅れているかどうかがわからない
A860.0_0,860.0,始めていくような所での道のりや所要時間がわからない（前日や向かっている最中の時）
A861.0_0,861.0,カラオケに行くときに部屋の空き情報がわからない
A862.0_0,862.0,一つのメールアドレスに就活、遊び、メルマガなど登録してしまって何が何だか分からなくなる
A863.0_0,863.0,外で急にトイレに行きたくなった場合、コンビニによってはトイレがなくて困る
A864.0_0,864.0,学割に必要な書類が学校でしか印刷できない
A865.0_0,865.0,ICカードにチャージする方法がクレジットか現金しかない
A866.0_0,866.0,居酒屋等ご飯を食べに行ったときに割り勘以外お会計の計算がめんどくさい
A867.0_0,867.0,ポイントカードを登録せずにポイントがためられてしまう（ponta）
A868.0_0,868.0,千葉工大の学生証が身分証として使えない
A869.0_0,869.0,一部デビットカードをスマートフォンに入れられない
A870.0_0,870.0,普通の授業じゃなく、ゼミなどの出席の管理ができない
A871.0_0,871.0,電車の1両ごとの混雑度を知りたい
A872.0_0,872.0,モバイルオーダー等、時間を指定するorその場で注文しなければいけない
A873.0_0,873.0,自販機でデビットカードが使えない
A874.0_0,874.0,時間割を自分で決めないといけない
A875.0_0,875.0,複数の課題やテストの締切をひと目で管理できない
A876.0_0,876.0,講義動画が倍速再生できない or スマホで見にくい
A877.0_0,877.0,研究室やゼミでの連絡がLINEや口頭で属人化している
A878.0_0,878.0,知り合いにものすごい頻度で茶会を開催する人がいるが、道具が今どこにあるかよく分からなくなっている
A879.0_0,879.0,たくさんの道具の中から季節・フォール度・テーマ等で道具組を選ぶのが難しい
A880.0_0,880.0,「茶会記」というものを毎回書くが、自動でやりたい
A881.0_0,881.0,道具の説明も、パターン化すると予想されるのでマスター化して効率化を図りたい
A882.0_0,882.0,茶道具には「箱書き」というものがあるが、読むのが難しい
A883.0_0,883.0,同じテーマで同じ日に茶会をしている人とつながりたい
A884.0_0,884.0,大人数のコンサートを運営する際、曲名のかぶりや出演希望時間帯などを考慮したプログラム組みが大変
A885.0_0,885.0,行ったコンサートの記録が面倒であきらめている
A886.0_0,886.0,たくさんの曲の中から、調性やテーマ・難易度・演奏時間を考慮した魅力的なプログラムを組みたい
A887.0_0,887.0,推しピアニストがコンサートの宣伝にやる気がないため、海外での演奏予定が直前（または直後）しか分からない
A888.0_0,888.0,楽曲分析が複雑。調が変わったところくらいはAIで判断して教えて欲しい
A889.0_0,889.0,今同じ曲を弾いている人とつながりたい
A890.0_0,890.0,弾ける曲のリストをシェアできる仕組みが欲しい（伴走者向け）
A891.0_0,891.0,ほとんどの演奏者には演奏機会がない
A892.0_0,892.0,目を瞑った写真や変な顔の写真を自動で見つけて削除対象の提案をして欲しい
A893.0_0,893.0,初心者向けに、状況に応じたカメラの設定や画角を自分の好きなテイストに合わせて指示して欲しい
A894.0_0,894.0,ソフトウェアの運用におけるエラー管理が煩雑
A895.0_0,895.0,マニュアルをWordで書こうとする人たちがいる
A896.0_0,896.0,休日にインシデントが発生した際の対応・連絡を効果的に行いたい
A897.0_0,897.0,インシデント訓練を劇場型で面白く行いたい
A898.0_0,898.0,自身のTodoを管理しきれない
A899.0_0,899.0,友達との予定を共有するのが大変
A900.0_0,900.0,スケジュール（日付）のなかでの予定（時間ごと）が把握しにくい
A901.0_0,901.0,ジムでの自分の記録を把握しにくい
A902.0_0,902.0,調べたことに対して、どのサイトを活用したか忘れてしまう
A903.0_0,903.0,複雑な条件下での繰り返し動作をさせたい
A904.0_0,904.0,天気や気温を把握せずに家を出てしまう
A905.0_0,905.0,メモを視覚的にまとめたい
A906.0_0,906.0,資格勉強の学習記録をまとめたい
A907.0_0,907.0,一つのサイト内で複数のログインがある時にパスワードの自動登録で管理しきれない
A908.0_0,908.0,移動時間の相関がわからない（自転車→徒歩）
A909.0_0,909.0,料理をする際に、料理名に対して成分表示はあるが、材料に対しての成分がわからない
A910.0_0,910.0,株や暗号通貨などの様々な資産をリアルタイムに管理したい
A911.0_0,911.0,SNSの交換を一括でできるようにしたい
A912.0_0,912.0,名刺交換のように携帯でプロフィール交換をしたい
A913.0_0,913.0,お店で料理名を見ても想像できない時がある
A914.0_0,914.0,AIを使いたい時にどのAIを使うかに悩む
A915.0_0,915.0,人のことを覚えるのが苦手
A916.0_0,916.0,お店選びをする時にみんなの希望を叶えるのが大変
A917.0_0,917.0,旅行などでの費用をまとめるのが大変
A918.0_0,918.0,薬を飲んだかわからなくて不安になる
A919.0_0,919.0,会議などで最後に「質問はありますか？」と聞かれた時に、誰も質問しない時間が気まずい
A920.0_0,920.0,自分の手持ちの服装で、服装指数に適したコーデがさっと出したい
A921.0_0,921.0,会食などの店選びで、飲食店やスポットで喫煙ができる場所をわかるようにしたい
A922.0_0,922.0,昼に飲みたくなった時にパッと昼飲みできるところを知りたい
A923.0_0,923.0,ベビーカーで移動する時に、思ったより遠回りしなくちゃいけないのがしんどい
A924.0_0,924.0,桜が一本から生えてる場所を知りたい
A925.0_0,925.0,やりたい髪型が明確にあるのに、めぼしい画像がなくて伝えられない
A926.0_0,926.0,子供でも楽しめる遊び場やイベントを当日に探すのがめんどくさいし難しい
A927.0_0,927.0,マナーの悪い外国人に、注意ができなくてモヤモヤした
A928.0_0,928.0,毎日しっかり世界情勢などを把握したいが、情報量が多すぎて何を見ればいいかわからない
A929.0_0,929.0,選挙の時に、情報を知りたいのに何から見ればいいのかわからないので決め手がない
A930.0_0,930.0,傘を持って外出したのに結局一度も使わず邪魔になる
A931.0_0,931.0,公園内などで友達と集まる時、誰がどこにいるか分からなくて集合に時間がかかる
A932.0_0,932.0,せっかく本や映画を見ても内容をすぐ忘れてしまう
A933.0_0,933.0,読書メモを取りたいけど、書くのがめんどくさくて挫折する
A934.0_0,934.0,映画や音楽を観たあとに感想を残そうと思っても、忘れてしまう
A935.0_0,935.0,嫁が作ってくれた美味しかったメモリストを作りたくても作れない
A936.0_0,936.0,自分の「気分の波」に名前をつけたり可視化できたら、もうちょい自己管理しやすいのに
A937.0_0,937.0,SNSで誰かの活躍を見て、「自分もがんばらなきゃ」と焦ってしまう
A938.0_0,938.0,時間管理し、生活リズムを整えたい
A939.0_0,939.0,学校での役員や高齢者の子ども見守るボランティアなど金銭の関わらない案件にインセンティブを与えたい
A940.0_0,940.0,手間なく知見の共有を行いたい
A941.0_0,941.0,冷蔵庫の中身を共有したい
A942.0_0,942.0,スーパーなどの小売り店舗在庫の共有(※米不足で探し回る)
A943.0_0,943.0,保育園などでの子供たちの体調管理表(カルテみたいなもの)
A944.0_0,944.0,上層部の会議内容の情報をうまく部下に共有、また上層部へと循環させたい
A945.0_0,945.0,バス停に電光掲示板でリアルタイムな動きを通知(お年寄り用)
A946.0_0,946.0,家族・親族でお互いの日常を共有できるアプリ
A947.0_0,947.0,子育ての親、身体的不自由のある方だからこその居場所を見つける
A948.0_0,948.0,市や区が行う事業の発信力を強くしたい
A949.0_0,949.0,現在の家電の健康状態を知りたい
A950.0_0,950.0,家に訪問した意図を伝言で残せるよう誘導する自動会話bot
A951.0_0,951.0,帳票フォーマットのばらつきの統一化
A952.0_0,952.0,母子手帳情報のデータ化
A953.0_0,953.0,電気の請求書で家電ごとの金額が知りたい
A954.0_0,954.0,子供が怖い夢を見ないようにしてあげたい
A955.0_0,955.0,アナログ書籍の内容をNotionなどでまとめるときに時間がはちゃめちゃにかかる
A956.0_0,956.0,定期的に飲まなきゃいけない薬の管理と短期間での効果測定
A957.0_0,957.0,物流分野でのパレットの管理共有
A958.0_0,958.0,配送トラックのタクシー化
A959.0_0,959.0,職場で直近の技術と距離が置く人が多く、社内はレガシー思想であふれている
A960.0_0,960.0,行きたいお店を直ぐにリスト化するサービスが欲しい
A961.0_0,961.0,パソコンとスマホのデータ共有をもっと簡単にしたい
A962.0_0,962.0,映画とか本の感想やまとめを簡単に出来るデータベースが欲しい
A963.0_0,963.0,好きなアーティストのイベントをまとめてみたい
A964.0_0,964.0,ライブに行った記念を簡単に共有したい
A965.0_0,965.0,買ったグッズの整理を簡単にしたい
A966.0_0,966.0,名前と顔の一致が難しい
A967.0_0,967.0,英語での会話を聞き取れない
A968.0_0,968.0,物を無くしやすい
A969.0_0,969.0,オンライン会議出来る場所を簡単に探したい
A970.0_0,970.0,忘れ物を少なくしたい
A971.0_0,971.0,家計簿を簡単に管理したい
A972.0_0,972.0,スマホ、iPad、PCの全てでデータ管理を簡単にしたい
A973.0_0,973.0,AIの出力を一元管理したい
A974.0_0,974.0,製品の比較を個人の趣味嗜好でしたい
A975.0_0,975.0,充電のし忘れを無くしたい
A976.0_0,976.0,買いたいものを忘れないようにしたい
A977.0_0,977.0,一日の服装を簡単に決めたい
A978.0_0,978.0,電源コードが絡まるのを防ぎたい
A979.0_0,979.0,ゴミの分別を簡単にしたい
A980.0_0,980.0,対話型アート鑑賞の作品選びに悩む。（対象者やテーマに合うもの）
A981.0_0,981.0,写真はたくさん撮るが、Instagramにアップするのが面倒。
A982.0_0,982.0,写真はたくさん撮るが、Facebookに写真入り投稿を作るのが面倒。
A983.0_0,983.0,Stand.fmの配信ネタがなくなり更新が途絶えがち。
A984.0_0,984.0,本を耳読中、気になった箇所を簡単にメモできない。
A985.0_0,985.0,紙本やデジタル本（Kindle）で気になった箇所をメモするのが面倒。
A986.0_0,986.0,視聴したYouTube動画にタイムスタンプがないと、後から見返すのが大変。
A987.0_0,987.0,スマホでメールマガジンを耳読するための操作が面倒（メール探す→コピー→音声アプリにペースト）。
A988.0_0,988.0,父が入院中で、医師からの病状説明を要約して家族にシェアするのが負担。
A989.0_0,989.0,多目的ベッドがある公共トイレが見つけづらい。（トイレ介助が必要な成人身障者との旅行など）
A990.0_0,990.0,健康管理で食事ログをつけたいが、面倒に感じて続かない。
A991.0_0,991.0,美術館の展示が混雑しているかどうか、事前に分からない。
A992.0_0,992.0,あまり親しくない人との雑談で最初の話題選びに困る。
A993.0_0,993.0,コミュニティや知人との連絡手段が複数（Facebook、Discord、Instagram、LINE等）に分散していて煩雑。
A994.0_0,994.0,着物を着るときに柄合わせや格式の判断に自信がない。
A995.0_0,995.0,駅のホームでエレベーターの位置が分かりづらい。
A996.0_0,996.0,会議や講座で取ったメモの整理が後回しになりがち。
A997.0_0,997.0,夜中に目が覚めて水を飲みたい時、照明を暗めに調整しづらい（再入眠の妨げになる）。
A998.0_0,998.0,ランチメニューを決めるのに迷う。
A999.0_0,999.0,朝、着る服を決めるのに迷う。
A1000.0_0,1000.0,スマホ内に溜まりすぎた写真の整理が億劫。
A1001.0_0,1001.0,観たい映画・ドラマが複数の動画サービス（Netflix、Amazon Prime、DMMなど）に分散していて不便。
A1002.0_0,1002.0,スーパーやドラッグストアでスマホのポイントカードアプリを出すのに手間取る。
A1003.0_0,1003.0,美容院の予約を面倒に感じ、つい放置してしまう。
A1004.0_0,1004.0,身障者の娘の介助負担が重い遠隔に住む妹家族へのサポート方法がむつかしい。
A1005.0_0,1005.0,つい睡眠時間を削りがち。
A1006.0_0,1006.0,電車に乗るときに、現在地から駅までの時間を考慮しなければならない
A1007.0_0,1007.0,朝何時に起きればいいのか、逆算するのが面倒
A1008.0_0,1008.0,課題の提出日時を忘れる
A1009.0_0,1009.0,小銭を数えて結局少し足らない
A1010.0_0,1010.0,クレジット使ってから反映されるまで時間かかるからいくら使ったかわかりづらい
A1011.0_0,1011.0,立て替えた分や借りた分などがあいまいになる
A1012.0_0,1012.0,メルカリ、利益出したい分を考えるのが大変
A1013.0_0,1013.0,貯めたい金額は決まっていて、それまでどれくらい働く必要があるのかを考えるのが大変
A1014.0_0,1014.0,漢字の読み方だけでなく、熟語の意味も分からない
A1015.0_0,1015.0,冷蔵庫の中のもので何が作れるか
A1016.0_0,1016.0,欲しいカメラの価格変動を見るのに、いちいち検索している
A1017.0_0,1017.0,ゴミの日を忘れる
A1018.0_0,1018.0,家のカギ閉めたか心配
A1019.0_0,1019.0,英語の発音がわからない
A1020.0_0,1020.0,買いたい本があるのに忘れて違う本を買ってしまう
A1021.0_0,1021.0,明日のことも考えて今日の服を決めること
A1022.0_0,1022.0,電車アプリでは遅延していないのに、実際に駅行ってみたら遅延してる
A1023.0_0,1023.0,気が付いたら、研究室で自分の発表の番が回ってくる
A1024.0_0,1024.0,フィルムの写真の撮影時の設定を記録したいが、忘れてしまう
A1025.0_0,1025.0,まだ先だと思っていた賞味期限、意外と切れてる
A1026.0_0,1026.0,喫煙所の場所がわからない。
A1027.0_0,1027.0,燃えないゴミの括りがわかりづらい。
A1028.0_0,1028.0,朝起きれない。
A1029.0_0,1029.0,その人が考えてることがわからない。
A1030.0_0,1030.0,この人自分のことを嫌ってるんじゃないかと不安になることがある。
A1031.0_0,1031.0,自分の食生活はこれでいいのか不安になることがある。
A1032.0_0,1032.0,次の授業の教室がどこなのか、ポータルを開かないとわからない。
A1033.0_0,1033.0,研究室の内情がわからない。
A1034.0_0,1034.0,指定以上の金額を稼ぐのに、どのバイトをどれくらいするのが高効率なのかわからない。
A1035.0_0,1035.0,コインロッカーの空き状況がわからない。
A1036.0_0,1036.0,駅構内が複雑すぎてわからない。
A1037.0_0,1037.0,地域限定商品を購入したいが、どこで特産フェアをやっているのかわからない。
A1038.0_0,1038.0,雪かきが辛い。
A1039.0_0,1039.0,部室に誰がいるのかがわからない。
A1040.0_0,1040.0,図書館で借りた本の返済期限がいつの間にかすぎていた。
A1041.0_0,1041.0,勉強の途中にスマホをいじってしまう。
A1042.0_0,1042.0,自分のタスクの優先順位がわからない。
A1043.0_0,1043.0,課題の提出期限を忘れて、不安になる。
A1044.0_0,1044.0,友達複数人との待ち合わせがあったが、自分だけ忘れていて遅刻した。
A1045.0_0,1045.0,どのクーポンを使えばお得なのかわからない。
A1046.0_0,1046.0,パスワードなどの認証が煩わしい
A1047.0_0,1047.0,ときどき別の認証を求められるとさらに煩わしい
A1048.0_0,1048.0,指紋、顔などの生体認証の精度が悪い
A1049.0_0,1049.0,YouTubeなどで、おすすめ動画のジャンルが偏りすぎて、つまらなくなるor飽きる
A1050.0_0,1050.0,Google Mapで、『別の経路を見つけました』通知が煩わしい
A1051.0_0,1051.0,Google Mapで、『通りたい道』を設定するのが面倒（通り沿いの複数地点を登録するしかないか？）
A1052.0_0,1052.0,Google Mapで、田んぼのあぜ道などとても車で通れない道を指示されることがある
A1053.0_0,1053.0,スーパーなどで、売り場がわからない（滅多に買わない商品or初めての店）
A1054.0_0,1054.0,店固有のポイントアプリ(会員アプリ)の数が多くて、登録が面倒
A1055.0_0,1055.0,店固有のポイントアプリ(会員アプリ)の数が多くて、会計で提示するのが面倒
A1056.0_0,1056.0,連絡手段（メール、SNSのDM、SlackやDiscordなどのコミュニケーションツール）が多すぎて、どこからきた連絡だったか探してしまう
A1057.0_0,1057.0,必要なときに限って、スマホやPCのバッテリー残量がわずか。しかも電源も無い。
A1058.0_0,1058.0,肝心なときにWi-Fiの通信速度が遅くなる
A1059.0_0,1059.0,コンビニのトイレが使用中かどうか、外からわからない
A1060.0_0,1060.0,リモコンや鍵が見つからない
A1061.0_0,1061.0,大きな駅のコインロッカーで、自分が預けた場所がわからなくなる
A1062.0_0,1062.0,毎日の献立を考えるのが大変
A1063.0_0,1063.0,冷蔵庫の中身を把握しきれず、同じものを買ってしまう
A1064.0_0,1064.0,ゴミの分別が細かくて面倒
A1065.0_0,1065.0,買い物中、どの店が安いか毎回比較するのが大変
A1066.0_0,1066.0,パック買いなどで、どの程度お得なのかわからない
A1067.0_0,1067.0,電車で座った時、傘の置き場に困る
A1068.0_0,1068.0,電車が遅延した時、どれくらい遅延していて、いつ頃到着するのかがわからない
A1069.0_0,1069.0,電車のどの車両が空いているかがわからない
A1070.0_0,1070.0,電車の乗り換え時、駅がどれくらい混雑しているかがわからない（予想より混んでいて乗り換えに間に合わないことがある）
A1071.0_0,1071.0,道路の混雑状況がわからない
A1072.0_0,1072.0,電車で隣にヤバい人が来るかもしれないが、予測できない
A1073.0_0,1073.0,電車で混雑時、掴む吊り革がない
A1074.0_0,1074.0,スーパーなどでレジの待ち時間が長い
A1075.0_0,1075.0,ジムの混雑状況がわからない
A1076.0_0,1076.0,ジムで、どのマシンが使われているか、あと何分で空くかがわからない
A1077.0_0,1077.0,ポイントカードをなくしてしまう（スマホでまとめたい）
A1078.0_0,1078.0,キャッシュレス決済でお金を使っている感覚が薄れ、使い過ぎてしまう
A1079.0_0,1079.0,バスの遅延、混雑状況がわからない
A1080.0_0,1080.0,飲食店でご飯をおかわりする時、三杯目くらいから恥ずかしくなってくる
A1081.0_0,1081.0,教習所で乗車実習を行った際、教官に注意されたことを実習終わりまでに忘れてしまう
A1082.0_0,1082.0,他大学の人と比べて自分は能力的にどの立ち位置にいるかを知る機会が少ない
A1083.0_0,1083.0,飲食店の混み具合が、行ってみるまでわからない
A1084.0_0,1084.0,スケジュールがすでに入っているにも関わらず、誤って新しい予定を入れてしまう（ダブルブッキングを自動で知らせる）
A1085.0_0,1085.0,大学の履修で、卒業までに何の科目が足りていないかが分かりにくい
A1086.0_0,1086.0,サークルで他大学とイベントを行う際に連携がうまくいかない
A1087.0_0,1087.0,サークルの合宿で、宿との行き違いが多く起きてしまう
A1088.0_0,1088.0,サークルで仕事の引き継ぎがうまくいかない（内容の抜け漏れがある）
A1089.0_0,1089.0,ちょっとした段差でつまづくことが増えた（地味にショック）
A1090.0_0,1090.0,名前が出てこない人が週に3人はいる（顔は覚えてる）
A1091.0_0,1091.0,健康診断の結果が“要精密検査”ばかりで、もう見たくない
A1092.0_0,1092.0,病院に行っても、検査結果が来るまでの数日間が不安すぎる
A1093.0_0,1093.0,自分の病気の説明が専門用語すぎて意味不明
A1094.0_0,1094.0,親の介護で病院同行するけど、診断内容を説明できない
A1095.0_0,1095.0,子どもや、パートナー、知り合いとの会話が減ってなんとなく寂しい
A1096.0_0,1096.0,転職や副業したいが、自分のキャリアをどう活かせるか分からない
A1097.0_0,1097.0,飲み会が減って人間関係の距離がつかめない
A1098.0_0,1098.0,「運動しなきゃ」と思っても、どこかしら痛くて続かない
A1099.0_0,1099.0,夜中に目が覚めてスマホを見る→眠れなくなる
A1100.0_0,1100.0,オンラインでの予約や申請、結局電話が表示され連絡すると、セールスマーケティングが目的で「WEBでやってください」にハマる
A1101.0_0,1101.0,テレワークで太りがち／腰痛や姿勢に不安が増えた
A1102.0_0,1102.0,画像診断を受けても、結局“また別の病院へ”が面倒
A1103.0_0,1103.0,自宅で検査できたらラクなのに、通院のたびに有給が減る
A1104.0_0,1104.0,結果、異常なしだったけど、医師から説明がなくて不安
A1105.0_0,1105.0,胃カメラやCTの画像を見せられても「どこがどう悪いの？」と感じる
A1106.0_0,1106.0,セカンドオピニオンを聞きたいけど、医者に悪い気がして言えない
A1107.0_0,1107.0,健康意識はあるが、YouTube健康動画は内容が玉石混交
A1108.0_0,1108.0,最近「孤独死」という言葉に敏感になっている
A1109.0_0,1109.0,メールの叩きを作ること
A1110.0_0,1110.0,スケジュール管理・調整
A1111.0_0,1111.0,就活の進捗管理・確認
A1112.0_0,1112.0,電話で名乗らない人に折り返すべきか判断できないこと
A1113.0_0,1113.0,インカレ他大学の人でどの大学が一番近いのか？が分からない
A1114.0_0,1114.0,経費の申請で出発・到着駅を入力したら自動で値段が出るようにしたい
A1115.0_0,1115.0,美容院でお願いしていた髪型と異なること
A1116.0_0,1116.0,自分に本当に必要な通知が埋もれてしまうこと
A1117.0_0,1117.0,YouTube/Podcastで英語の時に日本語で理解できないこと
A1118.0_0,1118.0,読んだ本のメモが整理されない、記憶に残らないこと
A1119.0_0,1119.0,冷蔵庫の中身が出先で分からないこと
A1120.0_0,1120.0,研究の進捗管理が難しい（先行事例があるのに参考にできない）
A1121.0_0,1121.0,電車のどの車両が一番行きたい出口改札に近いのかが分からない
A1122.0_0,1122.0,カレンダーでMTG申請した後、SlackでもリマインドDMを手動で送らないといけない
A1123.0_0,1123.0,ある分野の勉強計画を立てること
A1124.0_0,1124.0,学食アプリで推定残高が表示されないこと
A1125.0_0,1125.0,自分が寄付したお金が何に使われたのか不明なこと
A1126.0_0,1126.0,広告で画面がいっぱいになり、探したい情報を探しにくいこと
A1127.0_0,1127.0,気を抜くとYouTubeを開いて動画沼になってしまうこと
A1128.0_0,1128.0,摂取したものの栄養バランスが分からない
A1129.0_0,1129.0,買い物の最適化ができたらいい（何をどの店で買えば一番節約できるか）
A1130.0_0,1130.0,何に、どれくらいの時間を使っているのか分からない
A1131.0_0,1131.0,目的の分からない議論・MTGが設置されること
A1132.0_0,1132.0,Twitterへの投稿を一括で管理できたらいい
A1133.0_0,1133.0,メンタルヘルスを管理できるアプリがあればいい
A1134.0_0,1134.0,読書記録がもっと楽で楽しくできたらいい
A1135.0_0,1135.0,自分が一日で視聴した情報源の感想を管理できるサービスが欲しい
A1136.0_0,1136.0,インプットのログを簡単に付けられるサービスが欲しい
A1137.0_0,1137.0,Notionへの書き込みを簡略化するサービスが欲しい
A1138.0_0,1138.0,自分の一日の行動を簡略化するのが難しい
A1139.0_0,1139.0,自分が注文したいメニューの情報が分からない
A1140.0_0,1140.0,その日一日でインプットした情報が次の日には忘れてしまう
A1141.0_0,1141.0,習慣化が難しい
A1142.0_0,1142.0,ちょっとしたきっかけをくれる何かが欲しい
A1143.0_0,1143.0,メンタルのちょっとしたアシスタントが欲しい
A1144.0_0,1144.0,自分のテイストした何かを記録できたら良い
A1145.0_0,1145.0,自分が巡った飲食店を管理できると良い
A1146.0_0,1146.0,食生活のアドバイスが欲しい
A1147.0_0,1147.0,エクスプレッシブライティングを続けたい
A1148.0_0,1148.0,VibeCodingの指南書が欲しい
A1149.0_0,1149.0,自分の興味のある分野の最先端の情報を知りたい
A1150.0_0,1150.0,5年10年先までの計画を管理できない
A1151.0_0,1151.0,簡易的にタイムボクシングをカレンダーに作ってくれる
A1152.0_0,1152.0,ゴミの日を忘れてしまう
A1153.0_0,1153.0,混む道路を通りたくない
A1154.0_0,1154.0,冷蔵庫の中身を把握してないまま買い物をする
A1155.0_0,1155.0,鍵をかけたかどうか忘れる
A1156.0_0,1156.0,機器のコードが絡まる
A1157.0_0,1157.0,Wi-Fiが突然切れる
A1158.0_0,1158.0,ネット注文でサイズが合わない
A1159.0_0,1159.0,手が濡れている状態で電子機器を触れない
A1160.0_0,1160.0,電車やバスなどの運行状況がわからない
A1161.0_0,1161.0,公共料金の請求を忘れる
A1162.0_0,1162.0,スマホの容量がすぐなくなる
A1163.0_0,1163.0,通販で買ったものが多い時、何がいつ届くのか忘れる
A1164.0_0,1164.0,通知が多すぎて大事な通知を見逃す
A1165.0_0,1165.0,公共トイレの場所がわからない
A1166.0_0,1166.0,遠出で現在地が瞬時にわからない
A1167.0_0,1167.0,様々なATMの手数料が把握しきれない
A1168.0_0,1168.0,外食でのアレルギー成分のチェックがめんどくさい
A1169.0_0,1169.0,今日の料理が思い浮かばない
